#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
28,UAE,25063,873,227,3,10791,14045,1,2538,23,1600923,162103,9875965,Asia
29,Ireland,24251,51,1561,14,19470,3220,54,4918,317,295626,59951,4931150,Europe
30,Poland,19268,383,948,12,7903,10417,160,509,25,653224,17258,37851327,Europe
31,Ukraine,18876,260,548,13,5632,12696,245,431,13,239961,5483,43762985,Europe
32,Indonesia,18496,486,1221,30,4467,12808,,68,4,202936,743,273176544,Asia
33,Romania,17191,155,1137,17,10166,5888,195,893,59,322074,16729,19251921,Europe
34,Kuwait,16764,1073,121,3,4681,11962,179,3933,28,252696,59279,4262847,Asia
35,Israel,16650,7,277,1,13299,3074,51,1927,32,512452,59319,8638917,Asia
36,South Africa,16433,,286,,7298,8849,119,277,5,475071,8022,59218133,Africa
37,Austria,16321,52,632,3,14678,1011,39,1813,70,372435,41380,9000366,Europe
38,Japan,16305,,749,,11564,3992,228,129,6,250151,1977,126520115,Asia
39,Colombia,16295,,592,,3903,11800,136,321,12,201808,3971,50817787,South America
40,Egypt,13484,720,659,14,3742,9083,41,132,6,135000,1322,102094004,Africa
41,Dominican Republic,13223,498,441,7,6613,6169,136,1220,41,50108,4625,10834889,North America
42,Philippines,12942,224,837,6,2843,9262,81,118,8,244800,2238,109403890,Asia
43,S. Korea,11078,13,263,,9938,877,15,216,5,765574,14934,51264120,Asia
44,Denmark,11044,76,551,3,9416,1077,25,1907,95,475096,82057,5789832,Europe
45,Serbia,10733,34,234,3,4904,5595,15,1228,27,190683,21814,8741321,Europe
46,Panama,9726,120,279,4,6081,3366,72,2258,65,51105,11867,4306425,North America
47,Czechia,8630,44,302,5,5725,2603,33,806,28,363963,33994,10706690,Europe
48,Argentina,8371,,382,,2625,5364,154,185,8,105829,2344,45146322,South America
49,Norway,8264,7,233,,32,7999,18,1526,43,219984,40616,5416217,Europe
50,Afghanistan,7653,581,178,5,850,6625,19,197,5,24697,636,38817349,Asia
51,Algeria,7377,176,561,6,3746,3070,22,169,13,6500,149,43752773,Africa
52,Bahrain,7374,190,12,,2952,4410,9,4354,7,248205,146549,1693667,Asia
53,Australia,7068,8,100,1,6413,555,11,278,4,1085870,42643,25464216,Australia/Oceania
54,Morocco,7023,71,193,1,3901,2929,1,191,5,100367,2723,36857758,Africa
55,Malaysia,6978,37,114,1,5646,1218,11,216,4,462257,14304,32315733,Asia
56,Kazakhstan,6751,311,35,,3598,3118,31,360,2,553062,29497,18749587,Asia
57,Finland,6399,19,301,1,5000,1098,25,1155,54,152300,27492,5539729,Europe
58,Moldova,6340,202,221,4,2508,3611,251,1571,55,20447,5067,4035024,Europe
59,Nigeria,6175,,191,,1644,4340,7,30,0.9,35345,172,205486161,Africa
60,Ghana,5918,183,31,2,1754,4133,5,191,1,180567,5826,30991423,Africa
61,Oman,5671,292,27,2,1574,4070,31,1114,5,61000,11984,5089968,Asia
62,Armenia,5041,218,64,3,2164,2813,10,1702,22,43041,14528,2962604,Asia
63,Bolivia,4263,175,174,5,503,3586,3,366,15,14803,1270,11653648,South America
64,Luxembourg,3958,11,109,2,3718,131,10,6336,174,63011,100862,624724,Europe
65,Iraq,3611,57,131,4,2366,1114,,90,3,149701,3732,40108260,Asia
66,Hungary,3556,21,467,5,1412,1677,46,368,48,138697,14353,9663123,Europe
67,Cameroon,3529,,140,,1567,1822,28,133,5,,,26461313,Africa
68,Azerbaijan,3518,131,41,1,2198,1279,37,347,4,240220,23718,10128288,Asia
69,Thailand,3033,2,56,,2857,120,61,43,0.8,286008,4099,69779718,Asia
70,Greece,2840,4,165,,1374,1301,22,272,16,136001,13041,10428746,Europe
71,Uzbekistan,2825,34,13,,2338,474,6,85,0.4,460000,13768,33409960,Asia
72,Honduras,2798,152,146,4,340,2312,14,283,15,10775,1090,9885245,North America
73,Guinea,2796,,16,,1263,1517,18,214,1,10304,787,13086759,Africa
74,Senegal,2617,73,30,4,1133,1454,6,157,2,24599,1474,16687100,Africa
75,Sudan,2591,,105,,247,2239,,59,2,,,43719159,Africa
76,Bosnia and Herzegovina,2321,17,134,1,1522,665,4,707,41,53988,16444,3283087,Europe
77,Bulgaria,2259,24,112,2,646,1501,36,325,16,66810,9607,6954222,Europe
78,Croatia,2232,4,96,1,1967,169,10,543,23,55800,13583,4108081,Europe
79,Ivory Coast,2119,,28,,1040,1051,,81,1,18608,708,26294743,Africa
80,Guatemala,2001,89,38,3,139,1824,5,112,2,20820,1165,17874358,North America
81,Tajikistan,1936,207,41,,,1895,,204,4,,,9510530,Asia
82,Cuba,1887,6,79,,1538,270,8,167,7,85556,7553,11327404,North America
83,North Macedonia,1839,22,106,2,1351,382,21,883,51,22255,10682,2083384,Europe
84,Iceland,1802,,10,,1789,3,,5285,29,57187,167713,340982,Europe
85,Estonia,1791,7,64,,938,789,4,1350,48,70188,52915,1326433,Europe
86,Lithuania,1562,15,60,1,1025,477,17,573,22,237600,87149,2726360,Europe
87,DRC,1538,,61,,272,1205,,17,0.7,,,89204344,Africa
88,Djibouti,1518,,7,,1033,478,,1539,7,18933,19197,986245,Africa
89,New Zealand,1503,4,21,,1442,40,2,312,4,233843,48539,4817585,Australia/Oceania
90,El Salvador,1498,85,30,,502,966,27,231,5,60341,9308,6482375,North America
91,Slovakia,1495,,28,,1192,275,3,274,5,145474,26647,5459339,Europe
92,Slovenia,1467,1,104,,1335,28,5,706,50,70970,34138,2078905,Europe
93,Somalia,1455,,57,,163,1235,2,92,4,,,15835721,Africa
94,Gabon,1432,,11,,301,1120,9,645,5,7966,3590,2219053,Africa
95,Mayotte,1370,,18,,627,725,9,5037,66,5200,19119,271976,Africa
96,Kyrgyzstan,1243,27,14,,898,331,5,191,2,59490,9137,6510930,Asia
97,Maldives,1143,37,4,,80,1059,9,2119,7,11775,21831,539365,Asia
98,Hong Kong,1056,,4,,1025,27,1,141,0.5,168291,22469,7489763,Asia
99,Tunisia,1043,,46,1,819,178,3,88,4,41620,3526,11803787,Africa
100,Guinea-Bissau,1032,,4,,38,990,,526,2,1500,764,1962083,Africa
101,Sri Lanka,1023,31,9,,569,445,1,48,0.4,45351,2119,21402783,Asia
102,Latvia,1012,3,21,2,694,297,3,536,11,90968,48170,1888464,Europe
103,Kenya,963,51,50,,358,555,1,18,0.9,46784,872,53621669,Africa
104,Lebanon,954,23,26,,251,677,4,140,4,63720,9331,6828869,Asia
105,Albania,949,1,31,,742,176,1,330,11,12369,4298,2878155,Europe
106,Cyprus,918,1,17,,515,386,10,761,14,87549,72575,1206320,Asia
107,Niger,909,,55,,714,140,,38,2,5888,244,24088734,Africa
108,Mali,901,27,53,1,529,319,,45,3,3483,173,20174887,Africa
109,Costa Rica,866,,10,,575,281,3,170,2,20352,4000,5088572,North America
110,Paraguay,829,41,11,,230,588,,116,2,20124,2826,7121943,South America
111,Burkina Faso,796,,51,,652,93,,38,2,,,20829100,Africa
112,Zambia,772,11,7,,192,573,1,42,0.4,18519,1011,18317156,Africa
113,Andorra,761,,51,,628,82,3,9851,660,3750,48543,77251,Europe
114,Uruguay,737,,20,,569,148,4,212,6,34384,9902,3472331,South America
115,Equatorial Guinea,719,,7,,22,690,,515,5,854,611,1396874,Africa
116,Diamond Princess,712,,13,,651,48,4,,,,,,
117,Georgia,707,6,12,,456,239,6,177,3,40711,10203,3990035,Asia
118,San Marino,655,1,41,,211,403,1,19308,1209,3610,106417,33923,Europe
119,Jordan,629,,9,,413,207,5,62,0.9,144356,14165,10191015,Asia
120,Venezuela,618,,10,,253,355,1,22,0.4,581082,20428,28445034,South America
121,Malta,569,11,6,,460,103,1,1289,14,53196,120515,441407,Europe
122,Channel Islands,555,,43,,475,37,,3196,248,5342,30759,173672,Europe
123,Chad,545,26,56,3,139,350,,33,3,,,16364523,Africa
124,Haiti,533,,21,,21,491,,47,2,2120,186,11385726,North America
125,Jamaica,520,,9,,131,380,,176,3,8674,2931,2959659,North America
126,Sierra Leone,519,,33,,148,338,,65,4,,,7956645,Africa
127,Tanzania,509,,21,,183,305,7,9,0.4,,,59512999,Africa
128,Runion,446,,,,354,92,4,499,,17200,19227,894557,Africa
129,Taiwan,440,,7,,401,32,,18,0.3,69395,2914,23811805,Asia
130,Congo,420,8,15,,132,273,,76,3,,,5500730,Africa
131,Nepal,402,27,2,,37,363,1,14,0.07,107253,3689,29071791,Asia
132,Palestine,391,3,2,,346,43,,77,0.4,44876,8823,5086351,Asia
133,CAR,366,39,,,18,348,,76,,3498,726,4819377,Africa
134,Ethiopia,365,13,5,,120,240,,3,0.04,62300,544,114599417,Africa
135,Benin,339,,2,,83,254,,28,0.2,25471,2108,12082333,Africa
136,Isle of Man,335,,24,,300,11,9,3942,282,4234,49823,84980,Europe
137,Cabo Verde,335,7,3,,85,247,,603,5,892,1606,555261,Africa
138,Mauritius,332,,10,,322,0,,261,8,92764,72955,1271525,Africa
139,Togo,330,,12,,106,212,,40,1,13452,1630,8254058,Africa
140,Madagascar,326,4,2,1,119,205,,12,0.07,5670,205,27599599,Africa
141,Montenegro,324,,9,,312,3,2,516,14,10167,16188,628057,Europe
142,Vietnam,324,,,,263,61,2,3,,275000,2828,97234232,Asia
143,Rwanda,297,,,,203,94,,23,,51118,3959,12911155,Africa
144,South Sudan,290,,4,,4,282,,26,0.4,3356,300,11177895,Africa
145,Uganda,260,12,,,63,197,,6,,73485,1613,45550580,Africa
146,Sao Tome and Principe,246,,7,,4,235,,1125,32,175,800,218653,Africa
147,Liberia,233,4,23,1,125,85,,46,5,,,5042565,Africa
148,French Guiana,210,,1,,131,78,,705,3,,,297687,South America
149,Eswatini,208,3,2,,87,119,,180,2,4160,3590,1158724,Africa
150,Myanmar,193,5,6,,104,83,,4,0.1,15137,278,54366792,Asia
151,Martinique,192,,14,,91,87,,512,37,,,375298,North America
152,Faeroe Islands,187,,,,187,0,,3829,,8931,182859,48841,Europe
153,Guadeloupe,155,,13,,109,33,3,387,32,2866,7163,400116,North America
154,Gibraltar,147,,,,145,2,,4363,,5187,153953,33692,Europe
155,Mozambique,146,1,,,44,102,,5,,6537,210,31141818,Africa
156,Brunei,141,,1,,136,4,2,323,2,17636,40359,436979,Asia
157,Mongolia,140,,,,26,114,2,43,,11367,3474,3271795,Asia
158,Yemen,130,,20,,1,109,,4,0.7,120,4,29742981,Asia
159,Bermuda,125,,9,,77,39,2,2006,144,5549,89063,62304,North America
160,Guyana,124,,10,,45,69,3,158,13,1218,1549,786108,South America
161,Cambodia,122,,,,122,0,,7,,15447,925,16690788,Asia
162,Trinidad and Tobago,116,,8,,107,1,,83,6,2720,1944,1398962,North America
163,Aruba,101,,3,,93,5,4,946,28,2021,18939,106713,North America
164,Monaco,97,,4,,87,6,1,2474,102,,,39209,Europe
165,Bahamas,96,,11,,43,42,1,244,28,1826,4649,392795,North America
166,Cayman Islands,94,,1,,55,38,,1432,15,5900,89899,65629,North America
167,Barbados,88,,7,,68,13,4,306,24,4004,13935,287335,North America
168,Liechtenstein,82,,1,,55,26,,2151,26,900,23613,38115,Europe
169,Mauritania,81,,4,,7,70,,17,0.9,2583,557,4633922,Africa
170,Sint Maarten,77,,15,,54,8,7,1798,350,414,9669,42817,North America
171,Malawi,70,,3,,27,40,1,4,0.2,1803,95,19066433,Africa
172,Libya,68,3,3,,35,30,,10,0.4,3633,530,6859926,Africa
173,French Polynesia,60,,,,60,0,,214,,3496,12454,280717,Australia/Oceania
174,Syria,58,,3,,36,19,,3,0.2,,,17446406,Asia
175,Angola,50,,3,,17,30,,2,0.09,6136,187,32731783,Africa
176,Zimbabwe,46,,4,,18,24,,3,0.3,28019,1889,14836491,Africa
177,Macao,45,,,,45,0,,69,,,,648258,Asia
178,Burundi,42,,1,,20,21,,4,0.08,284,24,11844472,Africa
179,Saint Martin,39,,3,,30,6,1,1011,78,,,38585,North America
180,Eritrea,39,,,,39,0,,11,,,,3540444,Africa
181,Nicaragua,25,,8,,7,10,,4,1,,,6615040,North America
182,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1871,97833,North America
183,Botswana,25,,1,,17,7,,11,0.4,13294,5667,2345678,Africa
184,Gambia,24,,1,,13,10,,10,0.4,1476,613,2407856,Africa
185,Timor-Leste,24,,,,24,0,,18,,738,561,1315315,Asia
186,Grenada,22,,,,14,8,4,196,,2419,21509,112462,North America
187,Bhutan,21,,,,5,16,,27,,14223,18457,770586,Asia
188,Laos,19,,,,14,5,,3,,4653,641,7262665,Asia
189,Belize,18,,2,,16,0,,45,5,1043,2629,396732,North America
190,Fiji,18,,,,15,3,,20,,1300,1451,895677,Australia/Oceania
191,New Caledonia,18,,,,18,0,,63,,5454,19125,285170,Australia/Oceania
192,Saint Lucia,18,,,,18,0,,98,,786,4283,183529,North America
193,St. Vincent Grenadines,17,,,,14,3,,153,,155,1398,110899,North America
194,Curaao,16,,1,,14,1,,98,6,389,2372,164015,North America
195,Dominica,16,,,,16,0,,222,,433,6017,71965,North America
196,Namibia,16,,,,13,3,,6,,2074,818,2535193,Africa
197,Saint Kitts and Nevis,15,,,,15,0,,282,,391,7356,53155,North America
198,Falkland Islands,13,,,,13,0,,3750,,402,115950,3467,South America
199,Turks and Caicos,12,,1,,10,1,,310,26,109,2820,38653,North America
200,Vatican City,12,,,,2,10,,14981,,,,801,Europe
201,Comoros,11,,1,,3,7,,13,1,,,867268,Africa
202,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
203,Suriname,11,,1,,9,1,,19,2,404,689,586006,South America
204,Greenland,11,,,,11,0,,194,,1767,31132,56759,North America
205,Seychelles,11,,,,11,0,,112,,,,98275,Africa
206,MS Zaandam,9,,2,,,7,,,,,,,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5529,30207,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8925907,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,357,13629,26194,North America
210,St. Barth,6,,,,6,0,,608,,,,9874,North America
211,Western Sahara,6,,,,6,0,,10,,,,595462,Africa
212,Anguilla,3,,,,3,0,,200,,,,14987,North America
213,Lesotho,1,,,,,1,,0.5,,,,2140235,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82960,6,4634,,78241,85,10,58,3,,,1439323776,Asia
,Total:,1723566,12566,104915,779,452250,1166401,18042,,,,,,North America
,Total:,1813790,16262,164689,1070,792821,856280,11292,,,,,,Europe
,Total:,472679,11482,24847,732,164010,283822,10582,,,,,,South America
,Total:,840777,21842,25471,360,484182,331124,4939,,,,,,Asia
,Total:,91512,1432,2883,34,35620,53009,284,,,,,,Africa
,Total:,8675,12,121,1,7956,598,13,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,4951720,63596,322941,2976,1937490,2691289,45156,635.3,41.4,,,,All
