#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
19,Pakistan,38799,1581,834,31,10880,27085,111,176,4,359264,1631,220321573,Asia
20,Ecuador,31467,,2594,,3433,25440,197,1787,147,89817,5101,17608034,South America
21,Switzerland,30514,,1878,,27100,1536,69,3529,217,334274,38659,8646621,Europe
22,Qatar,29425,,14,,3546,25865,72,10236,5,148173,51545,2874647,Asia
23,Sweden,29207,,3646,,4971,20590,351,2894,361,177500,17589,10091340,Europe
24,Portugal,28583,,1190,,3328,24065,112,2802,117,600061,58828,10200306,Europe
25,Belarus,27730,,156,,8807,18767,92,2934,17,321705,34044,9449703,Europe
26,Singapore,26891,,21,,7248,19622,18,4601,4,224262,38371,5844512,Asia
27,Ireland,23956,,1518,,19470,2968,69,4859,308,258808,52489,4930698,Europe
28,UAE,21831,,210,,7328,14293,1,2211,21,1560923,158068,9874985,Asia
29,Bangladesh,20065,,298,,3882,15885,1,122,2,160512,976,164479603,Asia
30,Poland,18016,,907,,6918,10191,160,476,24,576276,15225,37851666,Europe
31,Ukraine,17330,,476,,4473,12381,225,396,11,211614,4835,43765128,Europe
32,Israel,16589,,266,,12587,3736,60,1921,31,485922,56255,8637807,Asia
33,Indonesia,16496,,1076,,3803,11617,,60,4,178602,654,273152851,Asia
34,Romania,16437,,1070,,9370,5997,219,854,56,294601,15302,19252967,Europe
35,Japan,16203,,713,,10338,5152,245,128,6,233144,1843,126523275,Asia
36,Austria,16109,,628,,14471,1010,47,1790,70,351351,39039,8999946,Europe
37,Colombia,14216,,546,,3460,10210,137,280,11,177050,3484,50813344,South America
38,South Africa,13524,,247,,6083,7194,119,228,4,421555,7119,59212004,Africa
39,Kuwait,12860,,96,,3640,9124,190,3017,23,236004,55370,4262329,Asia
40,Philippines,12091,,806,,2460,8825,77,111,7,191963,1755,109391934,Asia
41,Dominican Republic,11739,,424,,3557,7758,127,1084,39,50108,4625,10833998,North America
42,Egypt,11228,,592,,2799,7837,41,110,6,135000,1323,102078159,Africa
43,S. Korea,11037,19,262,2,9851,924,55,215,5,741145,14457,51263759,Asia
44,Denmark,10791,,537,,8959,1295,32,1864,93,368889,63715,5789665,Europe
45,Serbia,10438,,225,,4301,5912,20,1194,26,168670,19295,8741609,Europe
46,Panama,9268,150,266,6,6080,2922,72,2152,62,47768,11094,4305867,North America
47,Czechia,8406,,295,,5381,2730,37,785,28,342131,31955,10706527,Europe
48,Norway,8219,,232,,32,7955,20,1518,43,216350,39947,5415870,Europe
49,Argentina,7479,,356,,2497,4626,170,166,8,96893,2146,45142926,South America
50,Australia,7032,13,98,,6353,581,17,276,4,1001604,39338,25461791,Australia/Oceania
51,Malaysia,6855,,112,,5439,1304,14,212,3,424306,13131,32312334,Asia
52,Morocco,6652,,190,,3400,3062,1,180,5,81616,2215,36854173,Africa
53,Algeria,6629,,536,,3271,2822,22,152,12,6500,149,43746275,Africa
54,Bahrain,6583,,12,,2640,3931,3,3888,7,222542,131434,1693179,Asia
55,Finland,6228,,293,,5000,935,32,1124,53,140600,25381,5539658,Europe
56,Afghanistan,6053,,153,,745,5155,7,156,4,20854,537,38810145,Asia
57,Moldova,5745,,202,,2228,3315,251,1424,50,20447,5067,4035100,Europe
58,Kazakhstan,5689,,34,,2707,2948,31,303,2,483236,25776,18747746,Asia
59,Ghana,5638,,28,,1460,4150,5,182,0.9,167704,5412,30986096,Africa
60,Nigeria,5450,,171,,1320,3959,7,27,0.8,30657,149,205444156,Africa
61,Oman,4625,,20,,1350,3255,31,909,4,61000,11987,5088900,Asia
62,Armenia,4044,,52,,1666,2326,10,1365,18,37476,12650,2962559,Asia
63,Luxembourg,3923,,104,,3682,137,11,6280,166,59987,96034,624641,Europe
64,Bolivia,3577,205,164,12,434,2979,3,307,14,7651,657,11652343,South America
65,Hungary,3417,,442,,1287,1688,46,354,46,127237,13167,9663324,Europe
66,Iraq,3193,,117,,2089,987,,80,3,140573,3505,40100844,Asia
67,Cameroon,3105,151,140,1,1567,1398,28,117,5,,,26455880,Africa
68,Thailand,3025,,56,,2854,115,61,43,0.8,286008,4099,69778286,Asia
69,Azerbaijan,2980,,36,,1886,1058,37,294,4,220363,21759,10127539,Asia
70,Greece,2810,,160,,1374,1276,23,269,15,120015,11508,10429161,Europe
71,Uzbekistan,2686,,11,,2158,517,8,80,0.3,460000,13770,33405983,Asia
72,Guinea,2473,,15,,895,1563,18,189,1,10304,788,13083829,Africa
73,Honduras,2460,142,134,1,264,2062,10,249,14,5653,572,9883952,North America
74,Senegal,2310,,25,,890,1395,6,138,1,24599,1474,16683471,Africa
75,Bosnia and Herzegovina,2236,,128,,1336,772,4,681,39,47149,14360,3283253,Europe
76,Croatia,2222,,95,,1869,258,8,541,23,51568,12552,4108287,Europe
77,Bulgaria,2138,,102,,545,1491,51,307,15,63319,9105,6954648,Europe
78,Ivory Coast,2017,,24,,942,1051,,77,0.9,15260,580,26289372,Africa
79,Sudan,1964,,91,,205,1668,,45,2,,,43710745,Africa
80,Cuba,1840,,79,,1425,336,9,162,7,77374,6831,11327461,North America
81,Iceland,1802,,10,,1782,10,,5285,29,56219,164883,340964,Europe
82,Estonia,1766,,63,,923,780,5,1331,47,68097,51339,1326425,Europe
83,North Macedonia,1740,,97,,1251,392,21,835,47,20548,9863,2083384,Europe
84,Lithuania,1523,,54,,965,504,17,559,20,216247,79308,2726669,Europe
85,Guatemala,1518,,29,,129,1360,5,85,2,7200,403,17871637,North America
86,New Zealand,1498,,21,,1428,49,2,311,4,223937,46486,4817264,Australia/Oceania
87,Slovakia,1480,,27,,1131,322,3,271,5,135902,24894,5459317,Europe
88,Slovenia,1465,,103,,270,1092,7,705,50,67701,32566,2078903,Europe
89,Djibouti,1309,,4,,935,370,,1327,4,16878,17115,986127,Africa
90,DRC,1298,,50,,212,1036,,15,0.6,,,89181925,Africa
91,Somalia,1284,,53,,135,1096,2,81,3,,,15832072,Africa
92,El Salvador,1210,,23,,416,771,19,187,4,51142,7890,6482107,North America
93,Mayotte,1210,,16,,627,567,10,4450,59,5000,18388,271922,Africa
94,Gabon,1209,,10,,219,980,11,545,5,7050,3178,2218621,Africa
95,Tajikistan,1118,,33,,,1085,,118,3,,,9508770,Asia
96,Kyrgyzstan,1111,,14,,745,352,13,171,2,59490,9138,6510046,Asia
97,Hong Kong,1053,,4,,1019,30,1,141,0.5,168291,22471,7489265,Asia
98,Tunisia,1035,,45,,802,188,3,88,4,37862,3208,11802774,Africa
99,Maldives,1031,,4,,49,978,2,1912,7,11775,21834,539287,Asia
100,Latvia,970,,19,,662,289,3,514,10,85431,45234,1888633,Europe
101,Sri Lanka,935,,9,,477,449,1,44,0.4,39629,1852,21402049,Asia
102,Albania,916,,31,,705,180,1,318,11,11458,3981,2878180,Europe
103,Guinea-Bissau,913,,3,,26,884,,465,2,1500,765,1961700,Africa
104,Cyprus,910,,17,,481,412,10,754,14,81942,67931,1206248,Asia
105,Lebanon,891,,26,,246,619,4,130,4,57715,8451,6829118,Asia
106,Niger,885,,51,,684,150,,37,2,5749,239,24081508,Africa
107,Costa Rica,843,,9,,542,292,5,166,2,18655,3666,5088192,North America
108,Mali,806,,46,,455,305,,40,2,2498,124,20170087,Africa
109,Kenya,781,,45,,284,452,1,15,0.8,36918,689,53611938,Africa
110,Burkina Faso,780,,51,,595,134,,37,2,,,20824384,Africa
111,Andorra,761,,49,,604,108,3,9851,634,1673,21657,77250,Europe
112,Paraguay,759,,11,,193,555,,107,2,18856,2648,7121225,South America
113,Uruguay,732,,19,,553,160,7,211,5,32225,9281,3472233,South America
114,Diamond Princess,712,,13,,651,48,4,,,,,,
115,Georgia,671,,12,,393,266,6,168,3,36248,9084,3990097,Asia
116,Zambia,654,,7,,124,523,1,36,0.4,15487,846,18312920,Africa
117,San Marino,652,,41,,189,422,1,19221,1209,3394,100053,33922,Europe
118,Jordan,596,,9,,401,186,5,58,0.9,136229,13369,10190185,Asia
119,Equatorial Guinea,594,,7,,22,565,,425,5,854,612,1396494,Africa
120,Channel Islands,549,,43,,457,49,,3161,248,5342,30761,173659,Europe
121,Malta,532,,6,,458,68,1,1205,14,47504,107622,441397,Europe
122,Jamaica,511,2,9,,121,381,,173,3,7946,2685,2959554,North America
123,Tanzania,509,,21,,183,305,7,9,0.4,,,59498998,Africa
124,Venezuela,459,,10,,229,220,1,16,0.4,540236,18992,28445691,South America
125,Sierra Leone,447,,27,,97,323,,56,3,,,7955312,Africa
126,Runion,441,,,,354,87,4,493,,17200,19229,894505,Africa
127,Taiwan,440,,7,,387,46,,18,0.3,68659,2883,23811452,Asia
128,Chad,428,,48,,88,292,,26,3,,,16360644,Africa
129,Congo,391,,15,,87,289,,71,3,,,5499613,Africa
130,Palestine,375,,2,,315,58,,74,0.4,44876,8825,5085377,Asia
131,Benin,339,,2,,83,254,,28,0.2,25471,2109,12079722,Africa
132,Isle of Man,334,,24,,285,25,10,3930,282,4032,47448,84977,Europe
133,Mauritius,332,,10,,322,0,,261,8,69773,54874,1271508,Africa
134,Cabo Verde,326,,2,,67,257,,587,4,791,1425,555212,Africa
135,Montenegro,324,,9,,311,4,2,516,14,10167,16188,628056,Europe
136,Vietnam,314,,,,260,54,2,3,,275000,2828,97227060,Asia
137,Haiti,310,37,20,,29,261,,27,2,1669,147,11384587,North America
138,CAR,301,,,,13,288,,62,,3498,726,4818688,Africa
139,Ethiopia,287,,5,,112,170,,3,0.04,48985,428,114576005,Africa
140,Rwanda,287,,,,177,110,,22,,46198,3579,12908515,Africa
141,Nepal,267,,,,36,231,,9,,87008,2993,29067490,Asia
142,Togo,263,,11,,96,156,,32,1,12040,1459,8252463,Africa
143,Madagascar,238,,,,112,126,1,9,,5670,205,27593744,Africa
144,South Sudan,236,,4,,4,228,,21,0.4,3356,300,11176820,Africa
145,Sao Tome and Principe,235,,7,,4,224,,1075,32,175,800,218619,Africa
146,Liberia,219,,20,,108,91,,43,4,,,5041588,Africa
147,Uganda,203,,,,63,140,,4,,70117,1540,45538682,Africa
148,Martinique,192,,14,,91,87,,512,37,,,375301,North America
149,Eswatini,190,,2,,66,122,,164,2,4160,3590,1158626,Africa
150,French Guiana,189,,1,,124,64,,635,3,,,297623,South America
151,Faeroe Islands,187,,,,187,0,,3829,,8779,179750,48840,Europe
152,Myanmar,181,,6,,89,86,,3,0.1,12995,239,54363807,Asia
153,Guadeloupe,155,,13,,109,33,3,387,32,2866,7163,400116,North America
154,Gibraltar,147,,,,144,3,,4363,,4941,146652,33692,Europe
155,Brunei,141,,1,,135,5,2,323,2,16705,38231,436944,Asia
156,Bermuda,122,,9,,66,47,2,1958,144,4691,75290,62306,North America
157,Cambodia,122,,,,122,0,,7,,14615,876,16688891,Asia
158,Mozambique,119,,,,42,77,,4,,5361,172,31134613,Africa
159,Guyana,116,,10,,43,63,3,148,13,1065,1355,786077,South America
160,Trinidad and Tobago,116,,8,,107,1,,83,6,2597,1856,1398925,North America
161,Yemen,106,,15,,1,90,,4,0.5,120,4,29737584,Asia
162,Aruba,101,,3,,93,5,4,946,28,1937,18152,106709,North America
163,Mongolia,98,,,,20,78,2,30,,10162,3106,3271362,Asia
164,Bahamas,96,,11,,41,44,1,244,28,1700,4328,392764,North America
165,Monaco,96,,4,,87,5,1,2449,102,,,39207,Europe
166,Cayman Islands,94,,1,,55,38,3,1432,15,5900,89908,65623,North America
167,Barbados,85,,7,,65,13,4,296,24,3651,12707,287332,North America
168,Liechtenstein,82,,1,,55,26,,2151,26,900,23613,38114,Europe
169,Sint Maarten,76,,15,,46,15,7,1775,350,329,7685,42813,North America
170,Libya,64,,3,,28,33,,9,0.4,3253,474,6859160,Africa
171,Malawi,63,,3,,24,36,1,3,0.2,1363,72,19062368,Africa
172,French Polynesia,60,,,,59,1,,214,,3170,11293,280704,Australia/Oceania
173,Syria,50,,3,,36,11,,3,0.2,,,17442911,Asia
174,Angola,48,,2,,17,29,,1,0.06,6136,188,32723364,Africa
175,Macao,45,,,,43,2,1,69,,,,648186,Asia
176,Zimbabwe,42,,4,,13,25,,3,0.3,25478,1717,14834717,Africa
177,Saint Martin,39,,3,,30,6,1,1011,78,,,38579,North America
178,Eritrea,39,,,,39,0,,11,,,,3540041,Africa
179,Mauritania,29,,3,,7,19,,6,0.6,2015,435,4632917,Africa
180,Nicaragua,25,,8,,7,10,,4,1,,,6614394,North America
181,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1871,97826,North America
182,Botswana,24,,1,,17,6,,10,0.4,11495,4901,2345288,Africa
183,Timor-Leste,24,,,,24,0,,18,,738,561,1315109,Asia
184,Gambia,23,,1,,10,12,,10,0.4,1341,557,2407297,Africa
185,Grenada,22,,,,14,8,4,196,,2419,21510,112458,North America
186,Bhutan,21,,,,5,16,,27,,13311,17275,770517,Asia
187,Laos,19,,,,14,5,,3,,4204,579,7261799,Asia
188,Belize,18,,2,,16,0,,45,5,1043,2629,396673,North America
189,Fiji,18,,,,15,3,,20,,1300,1452,895624,Australia/Oceania
190,New Caledonia,18,,,,18,0,,63,,5454,19127,285148,Australia/Oceania
191,Saint Lucia,18,,,,18,0,,98,,727,3961,183522,North America
192,St. Vincent Grenadines,17,,,,14,3,,153,,155,1398,110896,North America
193,Curaao,16,,1,,14,1,,98,6,389,2372,164009,North America
194,Dominica,16,,,,15,1,,222,,420,5836,71964,North America
195,Namibia,16,,,,13,3,,6,,2074,818,2534815,Africa
196,Burundi,15,,1,,7,7,,1,0.08,284,24,11841556,Africa
197,Saint Kitts and Nevis,15,,,,14,1,,282,,327,6152,53151,North America
198,Falkland Islands,13,,,,13,0,,3751,,402,115984,3466,South America
199,Turks and Caicos,12,,1,,10,1,,310,26,109,2820,38649,North America
200,Vatican City,12,,,,2,10,,14981,,,,801,Europe
201,Comoros,11,,1,,3,7,,13,1,,,867116,Africa
202,Montserrat,11,,1,,8,2,1,2204,200,36,7212,4992,North America
203,Greenland,11,,,,11,0,,194,,1629,28701,56758,North America
204,Seychelles,11,,,,10,1,,112,,,,98270,Africa
205,Suriname,10,,1,,9,0,,17,2,404,689,585963,South America
206,MS Zaandam,9,,2,,,7,,,,,,,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5529,30206,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8924516,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,357,13630,26192,North America
210,St. Barth,6,,,,6,0,,608,,,,9873,North America
211,Western Sahara,6,,,,6,0,,10,,,,595342,Africa
212,Anguilla,3,,,,3,0,,200,,,,14986,North America
213,Lesotho,1,,,,,1,,0.5,,,,2140096,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82941,8,4633,,78219,89,11,58,3,,,1439323776,Asia
,Total:,1634935,2768,99930,297,407036,1127969,17297,,,,,,North America
,Total:,1741129,,160482,,739811,840836,12196,,,,,,Europe
,Total:,403345,2273,21460,157,139719,242166,10271,,,,,,South America
,Total:,759532,1608,23996,33,432710,302826,4930,,,,,,Asia
,Total:,79931,151,2640,1,30224,47067,288,,,,,,Africa
,Total:,8634,13,119,,7881,634,19,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,4628227,6813,308642,488,1758032,2561553,45005,593.8,39.6,,,,All
