#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
44,Afghanistan,13659,,246,,1259,12154,19,352,6,35923,925,38843762,Asia
45,Panama,12531,,326,,7540,4665,79,2908,76,63202,14669,4308467,North America
46,Denmark,11593,,568,,10240,785,18,2002,98,606574,104754,5790443,Europe
47,S. Korea,11441,39,269,,10398,774,15,223,5,902901,17612,51265441,Asia
48,Serbia,11354,,242,,6524,4588,8,1299,28,239234,27371,8740269,Europe
49,Bahrain,10449,,15,,5700,4734,9,6163,9,304179,179408,1695455,Asia
50,Kazakhstan,9932,,37,,5057,4838,62,530,2,761727,40612,18756335,Asia
51,Oman,9820,,40,,2396,7384,31,1928,8,72000,14135,5093884,Asia
52,Nigeria,9302,,261,,2697,6344,7,45,1,58726,286,205640180,Africa
53,Czechia,9196,,319,,6500,2377,19,859,30,430564,40212,10707285,Europe
54,Algeria,9134,,638,,5422,3074,34,209,15,,,43776603,Africa
55,Bolivia,8731,344,300,7,749,7682,3,749,26,22294,1912,11658434,South America
56,Armenia,8676,,120,,3297,5259,10,2928,41,56042,18915,2962770,Asia
57,Norway,8422,,236,,7727,459,8,1555,44,245352,45289,5417490,Europe
58,Moldova,7896,,288,,4278,3330,256,1957,71,40565,10054,4034743,Europe
59,Malaysia,7732,,115,,6235,1382,8,239,4,519944,16083,32328196,Asia
60,Morocco,7714,,202,,5271,2241,1,209,5,190061,5155,36870903,Africa
61,Ghana,7616,,34,,2421,5161,17,246,1,208328,6718,31010956,Africa
62,Australia,7173,,103,,6582,488,4,282,4,1397622,54867,25473105,Australia/Oceania
63,Finland,6776,,314,,5500,962,10,1223,57,179400,32383,5539987,Europe
64,Iraq,5873,,185,,3044,2644,45,146,5,211485,5269,40135453,Asia
65,Cameroon,5436,,177,,3326,1933,28,205,7,,,26481233,Africa
66,Azerbaijan,4989,,58,,3125,1806,42,492,6,284669,28099,10131032,Asia
67,Honduras,4752,,196,,519,4037,13,480,20,14790,1495,9889983,North America
68,Guatemala,4607,259,90,10,648,3869,5,258,5,31427,1757,17884332,North America
69,Sudan,4521,,233,,816,3472,,103,5,401,9,43750011,Africa
70,Luxembourg,4012,,110,,3815,87,4,6419,176,72996,116788,625031,Europe
71,Hungary,3841,,517,,2024,1300,24,398,54,180152,18645,9662389,Europe
72,Tajikistan,3686,,47,,1769,1870,,387,5,,,9516984,Asia
73,Guinea,3656,,22,,2000,1634,24,279,2,14407,1100,13097504,Africa
74,Uzbekistan,3468,,14,,2728,726,7,104,0.4,460000,13762,33424544,Asia
75,Senegal,3429,,41,,1738,1650,18,205,2,39499,2365,16700407,Africa
76,Thailand,3076,,57,,2945,74,59,44,0.8,375453,5380,69784967,Asia
77,Djibouti,2914,,20,,1241,1653,,2953,20,25257,25598,986677,Africa
78,Greece,2909,,175,,1374,1360,16,279,17,174844,16768,10427224,Europe
79,DRC,2833,,69,,400,2364,,32,0.8,,,89286547,Africa
80,Ivory Coast,2750,,32,,1370,1348,,105,1,26548,1009,26314434,Africa
81,Gabon,2613,,15,,709,1889,15,1177,7,13833,6229,2220636,Africa
82,Bosnia and Herzegovina,2485,,153,,1803,529,4,757,47,63596,19374,3282476,Europe
83,Bulgaria,2485,,136,,1016,1333,22,357,20,79389,11419,6952659,Europe
84,El Salvador,2278,,42,,1015,1221,30,351,6,84650,13057,6483357,North America
85,Croatia,2245,,103,,2059,83,4,547,25,65509,15949,4107324,Europe
86,North Macedonia,2129,,126,,1516,487,21,1022,60,27684,13288,2083381,Europe
87,Cuba,2005,,82,,1760,163,3,177,7,101108,8926,11327197,North America
88,Estonia,1859,,67,,1610,182,,1401,51,81719,61607,1326459,Europe
89,Somalia,1828,,72,,310,1446,2,115,5,,,15849098,Africa
90,Iceland,1805,,10,,1794,1,,5292,29,60491,177367,341049,Europe
91,Kenya,1745,,62,,438,1245,7,33,1,74003,1379,53657349,Africa
92,Mayotte,1699,,21,,1385,293,9,6242,77,5200,19105,272174,Africa
93,Lithuania,1662,,68,,1216,378,17,610,25,294091,107914,2725228,Europe
94,Kyrgyzstan,1662,,16,,1088,558,4,255,2,109521,16813,6514168,Asia
95,Maldives,1591,,5,,197,1389,9,2948,9,11775,21820,539651,Asia
96,Sri Lanka,1558,,10,,754,794,1,73,0.5,60878,2844,21405475,Asia
97,Slovakia,1520,,28,,1338,154,,278,5,167562,30692,5459418,Europe
98,New Zealand,1504,,22,,1481,1,,301,4,275852,55147,5002100,Australia/Oceania
99,Slovenia,1473,,108,,1357,8,2,709,52,79284,38137,2078914,Europe
100,Haiti,1443,,35,,22,1386,,127,3,3475,305,11389903,North America
101,Venezuela,1370,,14,,302,1054,3,48,0.5,961899,33819,28442623,South America
102,Equatorial Guinea,1306,,12,,200,1094,,934,9,854,611,1398267,Africa
103,Guinea-Bissau,1256,,8,,42,1206,,640,4,1500,764,1963484,Africa
104,Mali,1226,,73,,669,484,,61,4,3483,172,20192489,Africa
105,Nepal,1212,,6,,206,1000,,42,0.2,169632,5832,29087562,Asia
106,Lebanon,1172,,26,,705,441,6,172,4,80239,11752,6827955,Asia
107,Albania,1099,,33,,851,215,5,382,11,14269,4958,2878060,Europe
108,Hong Kong,1080,,4,,1035,41,1,144,0.5,202930,27088,7491589,Asia
109,Tunisia,1071,,48,,946,77,2,91,4,50380,4267,11807501,Africa
110,Latvia,1064,,24,,745,295,3,564,13,106931,56642,1887841,Europe
111,Zambia,1057,,7,,779,271,1,58,0.4,24275,1324,18332690,Africa
112,Costa Rica,1022,,10,,653,359,2,201,2,25503,5010,5089969,North America
113,South Sudan,994,,10,,6,978,,89,0.9,3356,300,11181838,Africa
114,Ethiopia,968,,8,,197,763,4,8,0.07,101581,886,114685261,Africa
115,Niger,955,,64,,813,78,,40,3,6020,250,24115230,Africa
116,Cyprus,942,,17,,784,141,4,781,14,111270,92219,1206584,Asia
117,Paraguay,917,,11,,413,493,1,129,2,28337,3977,7124576,South America
118,CAR,874,,1,,23,850,,181,0.2,14557,3019,4821903,Africa
119,Burkina Faso,847,,53,,720,74,,41,3,,,20846391,Africa
120,Sierra Leone,829,,45,,386,398,,104,6,,,7961529,Africa
121,Uruguay,816,,22,,680,114,6,235,6,42624,12274,3472692,South America
122,Andorra,764,,51,,684,29,4,9889,660,3750,48541,77254,Europe
123,Chad,759,,65,,444,250,,46,4,,,16378747,Africa
124,Nicaragua,759,,35,,370,354,,115,5,,,6617408,North America
125,Georgia,746,,12,,576,158,6,187,3,53618,13439,3989806,Asia
126,Jordan,730,,9,,507,214,5,72,0.9,180119,17669,10194057,Asia
127,Diamond Princess,712,,13,,651,48,4,,,,,0,
128,Madagascar,698,,5,,164,529,9,25,0.2,10249,371,27621064,Africa
129,San Marino,671,,42,,344,285,1,19779,1238,4382,129167,33925,Europe
130,Malta,616,,9,,514,93,1,1395,20,66664,151014,441442,Europe
131,Jamaica,575,6,9,,289,277,2,194,3,12078,4080,2960047,North America
132,Congo,571,,19,,161,391,,104,3,,,5504824,Africa
133,Channel Islands,560,,45,,512,3,,3224,259,10255,59032,173720,Europe
134,Tanzania,509,,21,,183,305,7,9,0.4,,,59564340,Africa
135,Runion,470,,1,,411,58,1,525,1,17200,19223,894749,Africa
136,Sao Tome and Principe,463,,12,,68,383,,2116,55,175,800,218775,Africa
137,French Guiana,450,,1,,172,277,2,1510,3,,,297920,South America
138,Palestine,446,,3,,368,75,,88,0.6,44876,8817,5089925,Asia
139,Taiwan,442,,7,,420,15,,19,0.3,71750,3013,23813096,Asia
140,Togo,428,,13,,202,213,,52,2,19162,2320,8259905,Africa
141,Mauritania,423,,20,,21,382,,91,4,2583,557,4637608,Africa
142,Cabo Verde,405,,4,,155,246,,729,7,1307,2353,555443,Africa
143,Rwanda,355,,,,247,108,,27,,65608,5078,12920834,Africa
144,Isle of Man,336,,24,,309,3,,3953,282,4756,55957,84994,Europe
145,Mauritius,335,,10,,322,3,,263,8,114236,89837,1271588,Africa
146,Uganda,329,,,,72,257,,7,,93062,2041,45594205,Africa
147,Vietnam,328,1,,,279,49,1,3,,275000,2827,97260527,Asia
148,Montenegro,324,,9,,315,0,,516,14,10167,16188,628059,Europe
149,Yemen,283,,65,,11,207,,10,2,120,4,29762769,Asia
150,Eswatini,279,,2,,168,109,,241,2,4994,4309,1159085,Africa
151,Liberia,273,,27,,146,100,,54,5,,,5046147,Africa
152,Malawi,273,,4,,42,227,1,14,0.2,3372,177,19081339,Africa
153,Mozambique,234,,2,,84,148,,8,0.06,10001,321,31168238,Africa
154,Benin,224,,3,,136,85,,19,0.2,30817,2549,12091909,Africa
155,Myanmar,207,,6,,130,71,,4,0.1,23951,440,54377737,Asia
156,Martinique,200,,14,,98,88,,533,37,,,375289,North America
157,Faeroe Islands,187,,,,187,0,,3828,,9568,195877,48847,Europe
158,Mongolia,179,,,,43,136,11,55,,13594,4153,3273383,Asia
159,Guadeloupe,162,,14,,138,10,1,405,35,4137,10339,400118,North America
160,Gibraltar,161,,,,148,13,,4779,,7315,217114,33692,Europe
161,Guyana,150,,11,,67,72,2,191,14,1586,2017,786222,South America
162,Zimbabwe,149,,4,,28,117,,10,0.3,40847,2752,14842996,Africa
163,Brunei,141,,2,,138,1,2,323,5,18962,43381,437104,Asia
164,Cayman Islands,141,,1,,68,72,,2148,15,11139,169667,65652,North America
165,Bermuda,140,,9,,92,39,2,2247,144,6941,111418,62297,North America
166,Cambodia,124,,,,122,2,1,7,,19457,1165,16697744,Asia
167,Syria,122,,4,,43,75,,7,0.2,,,17459220,Asia
168,Libya,118,,5,,41,72,,17,0.7,5154,751,6862735,Africa
169,Trinidad and Tobago,116,,8,,108,0,,83,6,3122,2231,1399098,North America
170,Bahamas,102,,11,,48,43,1,260,28,2087,5312,392908,North America
171,Aruba,101,,3,,98,0,,946,28,2117,19836,106727,North America
172,Monaco,98,,4,,90,4,2,2499,102,,,39217,Europe
173,Barbados,92,,7,,76,9,1,320,24,5272,18347,287345,North America
174,Comoros,87,,2,,24,61,,100,2,,,867826,Africa
175,Liechtenstein,82,,1,,55,26,,2151,26,900,23610,38119,Europe
176,Angola,81,,4,,18,59,,2,0.1,10000,305,32762654,Africa
177,Sint Maarten,77,,15,,60,2,1,1798,350,450,10506,42832,North America
178,French Polynesia,60,,,,60,0,,214,,4006,14268,280766,Australia/Oceania
179,Macao,45,,,,45,0,,69,,,,648524,Asia
180,Burundi,42,,1,,20,21,,4,0.08,284,24,11855161,Africa
181,Saint Martin,40,,3,,33,4,1,1036,78,553,14325,38604,North America
182,Eritrea,39,,,,39,0,,11,,,,3541919,Africa
183,Botswana,35,,1,,20,14,,15,0.4,17991,7665,2347107,Africa
184,Bhutan,31,,,,6,25,,40,,16547,21466,770842,Asia
185,St. Vincent Grenadines,26,,,,14,12,,234,,472,4256,110910,North America
186,Antigua and Barbuda,25,,3,,19,3,1,255,31,183,1870,97857,North America
187,Gambia,25,,1,,20,4,,10,0.4,1756,729,2409904,Africa
188,Timor-Leste,24,,,,24,0,,18,,1290,980,1316071,Asia
189,Grenada,23,,,,18,5,4,204,,3007,26734,112478,North America
190,Namibia,23,,,,14,9,,9,,3412,1345,2536578,Africa
191,Laos,19,,,,16,3,,3,,6141,845,7265839,Asia
192,New Caledonia,19,,,,18,1,,67,,6416,22492,285253,Australia/Oceania
193,Belize,18,,2,,16,0,,45,5,1572,3960,396949,North America
194,Curaao,18,,1,,14,3,,110,6,572,3487,164035,North America
195,Fiji,18,,,,15,3,,20,,2431,2714,895872,Australia/Oceania
196,Saint Lucia,18,,,,18,0,,98,,1012,5513,183554,North America
197,Dominica,16,,,,16,0,,222,,433,6016,71971,North America
198,Saint Kitts and Nevis,15,,,,15,0,,282,,394,7411,53166,North America
199,Falkland Islands,13,,,,13,0,,3746,,503,144957,3470,South America
200,Greenland,13,,,,11,2,,229,,2030,35763,56762,North America
201,Suriname,12,,1,,9,2,,20,2,782,1334,586164,South America
202,Turks and Caicos,12,,1,,10,1,,310,26,129,3336,38669,North America
203,Vatican City,12,,,,2,10,,14981,,,,801,Europe
204,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
205,Seychelles,11,,,,11,0,,112,,,,98294,Africa
206,MS Zaandam,9,,2,,,7,,,,,,0,
207,Western Sahara,9,,1,,6,2,,15,2,,,595905,Africa
208,British Virgin Islands,8,,1,,7,0,,265,33,167,5527,30213,North America
209,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8931009,Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,424,16183,26201,North America
211,St. Barth,6,,,,6,0,,608,,137,13875,9874,North America
212,Anguilla,3,,,,3,0,,200,,41,2735,14991,North America
213,Lesotho,2,,,,1,1,,0.9,,283,132,2140745,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5796,North America
215,China,82995,,4634,,78291,70,4,58,3,,,1439323776,Asia
,Total:,2015468,3492,122343,381,649782,1243343,19452,,,,,,North America
,Total:,800398,344,38185,7,327866,434347,11226,,,,,,South America
,Total:,1986907,,172531,,963148,851228,9017,,,,,,Europe
,Total:,1080474,40,29665,,651442,399367,13676,,,,,,Asia
,Total:,137544,,3945,,58197,75402,356,,,,,,Africa
,Total:,8782,,125,,8164,493,4,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,6030294,3876,366809,388,2659250,3004235,53735,773.6,47.1,,,,All
