#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
50,Bahrain,8802,388,13,1,4465,4324,8,5195,8,276552,163223,1694317,Asia
51,Norway,8340,8,235,,7727,378,13,1540,43,229769,42419,5416680,Europe
52,Algeria,8113,195,592,10,4426,3095,22,185,14,,,43761439,Africa
53,Kazakhstan,7919,322,35,,4214,3670,31,422,2,635712,33901,18752041,Asia
54,Morocco,7406,74,198,1,4638,2570,1,201,5,133561,3623,36862538,Africa
55,Nigeria,7261,,221,,2007,5033,7,35,1,41907,204,205542168,Africa
56,Oman,7257,463,36,2,1848,5373,31,1425,7,72000,14142,5091392,Asia
57,Malaysia,7185,48,115,,5912,1158,9,222,4,500469,15485,32320265,Asia
58,Australia,7111,16,102,1,6494,515,5,279,4,1192262,46815,25467448,Australia/Oceania
59,Moldova,6994,147,242,5,3452,3300,286,1733,60,40565,10053,4034922,Europe
60,Ghana,6617,131,31,,1978,4608,16,213,1,193705,6249,30998526,Africa
61,Finland,6568,31,306,,4800,1462,21,1186,55,165600,29893,5539822,Europe
62,Armenia,6302,374,77,3,2936,3289,10,2127,26,49080,16566,2962665,Asia
63,Bolivia,5579,392,230,15,575,4774,3,479,20,14803,1270,11655388,South America
64,Cameroon,4400,,159,,1822,2419,28,166,6,,,26468556,Africa
65,Iraq,4272,308,152,5,2585,1535,,106,4,181882,4534,40118148,Asia
66,Luxembourg,3990,9,109,,3758,123,8,6386,174,66653,106673,624836,Europe
67,Azerbaijan,3982,127,49,3,2506,1427,42,393,5,265067,26168,10129286,Asia
68,Hungary,3713,35,482,6,1655,1576,21,384,50,159260,16482,9662856,Europe
69,Honduras,3477,273,167,11,439,2871,13,352,17,11820,1196,9886968,North America
70,Sudan,3378,,137,,372,2869,,77,3,394,9,43730378,Africa
71,Uzbekistan,3115,87,13,,2532,570,4,93,0.4,460000,13766,33415264,Asia
72,Guinea,3067,,19,,1575,1473,24,234,1,13726,1049,13090666,Africa
73,Thailand,3040,3,56,,2916,68,61,44,0.8,328073,4701,69781627,Asia
74,Senegal,2976,67,34,1,1416,1526,6,178,2,34082,2042,16691939,Africa
75,Greece,2876,2,171,2,1374,1331,20,276,16,152998,14672,10428193,Europe
76,Guatemala,2743,231,51,3,222,2470,5,153,3,25464,1424,17877985,North America
77,Tajikistan,2738,187,44,,1223,1471,,288,5,,,9512877,Asia
78,Bulgaria,2408,36,126,1,808,1474,29,346,18,73210,10528,6953654,Europe
79,Bosnia and Herzegovina,2391,19,141,,1662,588,4,728,43,58694,17879,3282865,Europe
80,Ivory Coast,2366,25,30,1,1188,1148,,90,1,22233,845,26301903,Africa
81,Djibouti,2270,,10,,1064,1196,,2301,10,22097,22402,986402,Africa
82,Croatia,2243,,99,,2023,121,6,546,24,60864,14817,4107806,Europe
83,DRC,2025,80,63,,312,1650,,23,0.7,,,89234236,Africa
84,North Macedonia,1941,20,113,1,1411,417,21,932,54,24762,11885,2083383,Europe
85,Cuba,1931,15,81,,1671,179,4,170,7,92629,8177,11327329,North America
86,Estonia,1821,14,64,,1526,231,2,1373,48,75249,56730,1326442,Europe
87,El Salvador,1819,94,33,,570,1216,25,281,5,70225,10833,6482732,North America
88,Iceland,1804,1,10,,1791,3,,5290,29,58225,170745,341006,Europe
89,Gabon,1728,,12,,402,1314,6,779,5,8622,3884,2219628,Africa
90,Lithuania,1616,12,63,2,1135,418,17,593,23,264882,97171,2725949,Europe
91,Somalia,1594,,61,,204,1329,2,101,4,,,15840585,Africa
92,Mayotte,1521,,19,,894,608,11,5591,70,5200,19114,272048,Africa
93,Slovakia,1504,1,28,,1280,196,1,275,5,156765,28715,5459368,Europe
94,New Zealand,1504,,21,,1455,28,1,312,4,255850,53103,4818013,Australia/Oceania
95,Slovenia,1468,,106,,1340,22,4,706,51,75110,36130,2078908,Europe
96,Kyrgyzstan,1365,15,14,,957,394,5,210,2,98281,15092,6512107,Asia
97,Maldives,1313,39,4,,115,1194,9,2434,7,11775,21827,539469,Asia
98,Kenya,1192,31,50,,380,762,1,22,0.9,57650,1075,53634644,Africa
99,Guinea-Bissau,1114,,6,,42,1066,,568,3,1500,764,1962592,Africa
100,Lebanon,1097,11,26,,667,404,4,161,4,71814,10517,6828536,Asia
101,Sri Lanka,1089,21,9,,660,420,1,51,0.4,51094,2387,21403762,Asia
102,Hong Kong,1066,,4,,1029,33,1,142,0.5,202930,27092,7490427,Asia
103,Tunisia,1048,,47,,903,98,3,89,4,46628,3950,11805138,Africa
104,Latvia,1046,16,22,,712,312,2,554,12,97846,51819,1888237,Europe
105,Mali,1015,46,63,1,574,378,,50,3,3483,173,20181288,Africa
106,Albania,989,8,31,,783,175,5,344,11,13133,4563,2878120,Europe
107,Equatorial Guinea,960,,11,,165,784,,687,8,854,611,1397381,Africa
108,Venezuela,944,,10,,262,672,2,33,0.4,735426,25855,28444157,South America
109,Niger,943,6,61,1,775,107,,39,3,5989,249,24098369,Africa
110,Cyprus,927,,17,,594,316,10,768,14,99733,82669,1206416,Asia
111,Zambia,920,,7,,336,577,1,50,0.4,20011,1092,18322805,Africa
112,Costa Rica,918,7,10,,607,301,4,180,2,22910,4502,5089080,North America
113,Paraguay,850,12,11,,298,541,,119,2,23805,3342,7122901,South America
114,Burkina Faso,814,,52,,672,90,,39,2,,,20835388,Africa
115,Haiti,812,78,25,,22,765,,71,2,2582,227,11387245,North America
116,Andorra,762,,51,,653,58,3,9864,660,3750,48542,77252,Europe
117,Uruguay,753,,20,,603,130,5,217,6,37178,10707,3472463,South America
118,Georgia,728,5,12,,509,207,6,182,3,45707,11456,3989952,Asia
119,Diamond Princess,712,,13,,651,48,4,,,,,0,
120,Jordan,704,4,9,,470,225,5,69,0.9,161722,15867,10192121,Asia
121,San Marino,665,4,42,1,266,357,1,19603,1238,3968,116967,33924,Europe
122,South Sudan,655,92,8,2,6,641,,59,0.7,3356,300,11179329,Africa
123,Chad,648,37,60,2,204,384,,40,4,,,16369695,Africa
124,Sierra Leone,621,15,39,1,241,341,,78,5,,,7958421,Africa
125,Malta,609,9,6,,473,130,1,1380,14,59511,134817,441420,Europe
126,Nepal,584,68,3,,70,511,1,20,0.1,132195,4546,29077526,Asia
127,Channel Islands,558,,45,,508,5,,3213,259,5342,30756,173689,Europe
128,CAR,552,73,1,1,18,533,,115,0.2,11570,2400,4820296,Africa
129,Jamaica,544,10,9,,191,344,,184,3,9554,3228,2959800,North America
130,Tanzania,509,,21,,183,305,7,9,0.4,,,59531669,Africa
131,Ethiopia,494,61,5,,151,338,,4,0.04,76962,671,114630633,Africa
132,Madagascar,488,40,2,,138,348,4,18,0.07,5670,205,27607404,Africa
133,Congo,487,18,16,,147,324,,89,3,,,5502218,Africa
134,Runion,452,3,1,,411,40,2,505,1,17200,19226,894627,Africa
135,Taiwan,441,,7,,411,23,,19,0.3,70526,2962,23812274,Asia
136,Palestine,423,,3,1,348,72,,83,0.6,44876,8821,5087651,Asia
137,Togo,373,10,12,,133,228,,45,1,15987,1936,8256184,Africa
138,Cabo Verde,371,9,3,,142,226,,668,5,1307,2354,555327,Africa
139,Isle of Man,336,,24,,303,9,2,3954,282,4454,52409,84985,Europe
140,Mauritius,332,,10,,322,0,,261,8,101052,79472,1271548,Africa
141,Rwanda,325,4,,,227,98,,25,,57077,4420,12914674,Africa
142,Montenegro,324,,9,,314,1,,516,14,10167,16188,628058,Europe
143,Vietnam,324,,,,267,57,2,3,,275000,2828,97243794,Asia
144,Nicaragua,279,,17,,199,63,,42,3,,,6615901,North America
145,French Guiana,279,18,1,,143,135,,937,3,,,297772,South America
146,Liberia,255,6,26,2,136,93,,51,5,,,5043867,Africa
147,Sao Tome and Principe,251,,8,,4,239,,1148,37,175,800,218697,Africa
148,Eswatini,238,13,2,,119,117,,205,2,4994,4309,1158855,Africa
149,Yemen,212,3,39,6,11,162,,7,1,120,4,29750177,Asia
150,Myanmar,201,2,6,,120,75,,4,0.1,17875,329,54370772,Asia
151,Mauritania,200,,6,,7,187,,43,1,2583,557,4635263,Africa
152,Uganda,198,23,,,68,130,,4,,83788,1839,45566443,Africa
153,Martinique,197,,14,,91,92,,525,37,,,375295,North America
154,Faeroe Islands,187,,,,187,0,,3829,,9084,185984,48843,Europe
155,Mozambique,168,4,,,48,120,,5,,7947,255,31151425,Africa
156,Guadeloupe,156,,13,,115,28,3,390,32,3573,8930,400117,North America
157,Gibraltar,152,1,,,147,5,,4511,,6101,181082,33692,Europe
158,Brunei,141,,1,,136,4,2,323,2,18411,42128,437024,Asia
159,Mongolia,141,,,,30,111,27,43,,12341,3771,3272373,Asia
160,Benin,135,,3,,61,71,,11,0.2,26792,2217,12085815,Africa
161,Cayman Islands,129,,1,,61,67,,1965,15,8426,128373,65637,North America
162,Bermuda,128,,9,,81,38,2,2055,144,6133,98441,62301,North America
163,Guyana,127,,10,,57,60,3,162,13,1366,1738,786150,South America
164,Cambodia,124,1,,,122,2,1,7,,16007,959,16693317,Asia
165,Trinidad and Tobago,116,,8,,108,0,,83,6,2866,2049,1399011,North America
166,Aruba,101,,3,,95,3,4,946,28,2061,19313,106718,North America
167,Monaco,98,1,4,,90,4,1,2499,102,,,39212,Europe
168,Bahamas,97,,11,,45,41,1,247,28,1910,4862,392836,North America
169,Barbados,92,2,7,,70,15,4,320,24,4664,16232,287338,North America
170,Malawi,82,,3,,28,51,1,4,0.2,2411,126,19071854,Africa
171,Liechtenstein,82,,1,,55,26,,2151,26,900,23612,38117,Europe
172,Comoros,78,,1,,18,59,,90,1,,,867471,Africa
173,Sint Maarten,77,,15,,59,3,1,1798,350,437,10205,42823,North America
174,Libya,75,3,3,,39,33,,11,0.4,4351,634,6860947,Africa
175,Syria,70,11,4,,37,29,,4,0.2,,,17451066,Asia
176,Angola,60,,3,,17,40,,2,0.09,6136,187,32743009,Africa
177,French Polynesia,60,,,,60,0,,214,,3873,13796,280735,Australia/Oceania
178,Zimbabwe,56,5,4,,18,34,,4,0.3,35112,2366,14838856,Africa
179,Macao,45,,,,45,0,,69,,,,648355,Asia
180,Burundi,42,,1,,20,21,,4,0.08,284,24,11848359,Africa
181,Saint Martin,40,,3,,33,4,1,1036,78,,,38592,North America
182,Eritrea,39,,,,39,0,,11,,,,3540980,Africa
183,Botswana,30,,1,,19,10,,13,0.4,16100,6862,2346198,Africa
184,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1870,97842,North America
185,Gambia,25,,1,,13,11,,10,0.4,1476,613,2408601,Africa
186,Bhutan,24,3,,,6,18,,31,,15293,19844,770679,Asia
187,Timor-Leste,24,,,,24,0,,18,,738,561,1315590,Asia
188,Grenada,22,,,,17,5,4,196,,3007,26736,112468,North America
189,Namibia,20,1,,,14,6,,8,,2847,1123,2535696,Africa
190,Laos,19,,,,14,5,,3,,5194,715,7263819,Asia
191,Belize,18,,2,,16,0,,45,5,1435,3616,396811,North America
192,Fiji,18,,,,15,3,,20,,1300,1451,895748,Australia/Oceania
193,New Caledonia,18,,,,18,0,,63,,5454,19123,285200,Australia/Oceania
194,Saint Lucia,18,,,,18,0,,98,,867,4724,183538,North America
195,St. Vincent Grenadines,18,,,,14,4,,162,,209,1885,110903,North America
196,Curaao,17,1,1,,14,2,,104,6,504,3073,164022,North America
197,Dominica,16,,,,16,0,,222,,433,6017,71967,North America
198,Saint Kitts and Nevis,15,,,,15,0,,282,,391,7355,53159,North America
199,Falkland Islands,13,,,,13,0,,3749,,445,128316,3468,South America
200,Turks and Caicos,12,,1,,10,1,,310,26,126,3259,38659,North America
201,Vatican City,12,,,,2,10,,14981,,,,801,Europe
202,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
203,Suriname,11,,1,,9,1,,19,2,404,689,586063,South America
204,Greenland,11,,,,11,0,,194,,1850,32593,56760,North America
205,Seychelles,11,,,,11,0,,112,,,,98282,Africa
206,MS Zaandam,9,,2,,,7,,,,,,0,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5528,30209,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8927762,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,424,16185,26197,North America
210,St. Barth,6,,,,6,0,,608,,137,13875,9874,North America
211,Western Sahara,6,,,,6,0,,10,,,,595623,Africa
212,Anguilla,3,,,,3,0,,200,,30,2001,14989,North America
213,Lesotho,2,,,,,2,,0.9,,274,128,2140421,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82971,,4634,,78258,79,9,58,3,,,1439323776,Asia
,Total:,1849682,25133,113219,1589,549946,1186517,18248,,,,,,North America
,Total:,598151,19964,30480,1119,223513,344158,10817,,,,,,South America
,Total:,1885857,17691,169275,856,863132,853450,10363,,,,,,Europe
,Total:,936333,24297,27068,394,546102,363163,13796,,,,,,Asia
,Total:,108862,3017,3265,61,43885,61712,302,,,,,,Africa
,Total:,8719,16,123,1,8050,546,6,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,5388325,90118,343445,4020,2235279,2809601,53536,691.3,44.1,,,,All
